------------------
Parameters [tc: 2e-04 ]
day	 Daily Return	 Total return
1 	 1.06253355704698 	 1.06253355704698
2 	 1.02736841077792 	 1.09161341190157
3 	 0.999999999999 	 1.09161341190047
4 	 1.0327868852459 	 1.12740401556934
5 	 1.00396825396825 	 1.13187784102795
6 	 0.992094861660079 	 1.12293019011073
7 	 0.98804780876494 	 1.10950871373491
8 	 0.987903225806452 	 1.09608723735908
9 	 0.995918367346939 	 1.09161341190047
10 	 0.975409836065574 	 1.06477045914882
11 	 1.01680672268908 	 1.08266576098326
12 	 0.987603305785124 	 1.06924428460743
13 	 1.01673640167364 	 1.08713958644187
14 	 0.995884773662551 	 1.08266576098326
15 	 1.00826446280992 	 1.09161341190047
16 	 1.01844262295082 	 1.11174562646421
17 	 1.00201207243461 	 1.11398253919352
18 	 0.983935742971888 	 1.09608723735908
19 	 0.971428571428571 	 1.06477045914882
20 	 1 	 1.06477045914882
21 	 1.01680672268908 	 1.08266576098326
22 	 1 	 1.08266576098326
23 	 1.0103305785124 	 1.09385032462978
24 	 1 	 1.09385032462978
25 	 1.01431492842536 	 1.10950871373491
26 	 1 	 1.10950871373491
27 	 0.979838709677419 	 1.08713958644186
28 	 1 	 1.08713958644186
29 	 0.983539094650206 	 1.06924428460743
30 	 1.00418410041841 	 1.07371811006604
31 	 0.995833333333333 	 1.06924428460743
32 	 1 	 1.06924428460743
33 	 1.0020920502092 	 1.07148119733673
34 	 1.01043841336117 	 1.08266576098326
35 	 1.00826446280992 	 1.09161341190047
36 	 1.01229508196721 	 1.1050348882763
37 	 0.995951417004049 	 1.10056106281769
38 	 1 	 1.10056106281769
39 	 1 	 1.10056106281769
40 	 1 	 1.10056106281769
41 	 0.975609756097561 	 1.07371811006604
42 	 0.983333333333333 	 1.05582280823161
43 	 0.966101694915254 	 1.02003220456274
44 	 1.00438596491228 	 1.02450603002135
45 	 1 	 1.02450603002135
46 	 1.00655021834061 	 1.03121676820926
47 	 1.00216919739696 	 1.03345368093856
48 	 1.01298701298701 	 1.04687515731439
49 	 1.00854700854701 	 1.0558228082316
50 	 0.98728813559322 	 1.04240133185578
51 	 1 	 1.04240133185578
52 	 0.978540772532189 	 1.02003220456274
53 	 1.00877192982456 	 1.02897985547995
54 	 0.991304347826087 	 1.02003220456274
55 	 1.00657894736842 	 1.02674294275065
56 	 0.984749455337691 	 1.01108455364552
57 	 0.986725663716814 	 0.997663077269695
58 	 1.01345291479821 	 1.01108455364552
59 	 0.993362831858407 	 1.00437381545761
60 	 1 	 1.00437381545761
61 	 1.0022271714922 	 1.00661072818691
62 	 1 	 1.00661072818691
63 	 1 	 1.00661072818691
64 	 1 	 1.00661072818691
65 	 1 	 1.00661072818691
66 	 1.00444444444444 	 1.01108455364552
67 	 1 	 1.01108455364552
68 	 1 	 1.01108455364552
69 	 1 	 1.01108455364552
70 	 1 	 1.01108455364552
71 	 1.00884955752212 	 1.02003220456274
72 	 1 	 1.02003220456274
73 	 1.0219298245614 	 1.04240133185578
74 	 1.02145922746781 	 1.06477045914882
75 	 0.983193277310924 	 1.04687515731439
76 	 1 	 1.04687515731439
77 	 1 	 1.04687515731439
78 	 1 	 1.04687515731439
79 	 1 	 1.04687515731439
80 	 1 	 1.04687515731439
81 	 1.01709401709402 	 1.06477045914882
82 	 1 	 1.06477045914882
83 	 1.02521008403361 	 1.09161341190047
84 	 1.01639344262295 	 1.10950871373491
85 	 0.987903225806452 	 1.09608723735908
86 	 0.995918367346939 	 1.09161341190047
87 	 1.00409836065574 	 1.09608723735908
88 	 1.00408163265306 	 1.10056106281769
89 	 1 	 1.10056106281769
90 	 1 	 1.10056106281769
91 	 0.995934959349594 	 1.09608723735908
92 	 0.983673469387755 	 1.07819193552465
93 	 1.00414937759336 	 1.08266576098326
94 	 1.01652892561983 	 1.10056106281769
95 	 0.991869918699187 	 1.09161341190047
96 	 0.993852459016393 	 1.08490267371256
97 	 0.997938144329897 	 1.08266576098326
98 	 1 	 1.08266576098326
99 	 1 	 1.08266576098326
100 	 0.993801652892562 	 1.07595502279534
101 	 1.004158004158 	 1.08042884825395
102 	 1.00207039337474 	 1.08266576098326
103 	 1 	 1.08266576098326
104 	 1 	 1.08266576098326
105 	 1 	 1.08266576098326
106 	 1 	 1.08266576098326
107 	 1 	 1.08266576098326
108 	 1 	 1.08266576098326
109 	 1 	 1.08266576098326
110 	 1 	 1.08266576098326
111 	 1 	 1.08266576098326
112 	 0.983471074380165 	 1.06477045914882
113 	 0.991596638655462 	 1.0558228082316
114 	 0.983050847457627 	 1.03792750639717
115 	 1.01293103448276 	 1.051348982773
116 	 1 	 1.051348982773
117 	 1 	 1.051348982773
118 	 1 	 1.051348982773
119 	 1 	 1.051348982773
120 	 1.00425531914894 	 1.0558228082316
121 	 1.02118644067797 	 1.07819193552465
122 	 1 	 1.07819193552465
123 	 0.975103734439834 	 1.051348982773
124 	 0.997872340425532 	 1.04911207004369
125 	 0.995735607675906 	 1.04463824458508
