------------------
Parameters [tc: 0 ]
day	 Daily Return	 Total return
1 	 1.01042970379641 	 1.01042970379641
2 	 1.01424442609414 	 1.02482269503546
3 	 0.996132709139019 	 1.02085940759282
4 	 1.05864323661626 	 1.08072590738423
5 	 1.02065238370971 	 1.10304547350855
6 	 1.04009077155825 	 1.14726741760534
7 	 0.972727272727273 	 1.1159783062161
8 	 0.982429906542056 	 1.09637046307885
9 	 1.0072298325723 	 1.10429703796412
10 	 1.04835663014734 	 1.15769712140175
11 	 1.0990990990991 	 1.27242386316229
12 	 0.985737704918033 	 1.25427617855653
13 	 1.00715117245967 	 1.26324572382144
14 	 1.0392998678996 	 1.31289111389237
15 	 0.982046393390531 	 1.28931998331247
16 	 1.03543116000647 	 1.33500208594076
17 	 1.0078125 	 1.34543178973717
18 	 0.982635658914729 	 1.32206925323321
19 	 0.963395392868413 	 1.27367542761786
20 	 1.02161808057648 	 1.30120984564038
21 	 0.974831676819493 	 1.26846057571965
22 	 1.01858246998849 	 1.29203170629954
23 	 1.01000968679367 	 1.30496453900709
24 	 1.03404731457801 	 1.34939507717981
25 	 0.962281650950688 	 1.29849812265332
26 	 0.949879518072289 	 1.2334167709637
27 	 0.993573482157957 	 1.22549019607843
28 	 0.990468085106383 	 1.21380892782645
29 	 1.00326516583605 	 1.21777221526909
30 	 1.00736553614251 	 1.226741760534
31 	 0.97449413365074 	 1.19545264914476
32 	 0.975047984644914 	 1.16562369628703
33 	 1.00662133142448 	 1.17334167709637
34 	 0.981155555555556 	 1.15123070504798
35 	 1.02826599021562 	 1.18377138089278
36 	 1.0495154185022 	 1.24238631622862
37 	 0.996977837474815 	 1.23863162286191
38 	 0.993600538901987 	 1.23070504797664
39 	 1.00610169491525 	 1.23821443471005
40 	 0.955020215633423 	 1.18251981643721
41 	 1.01322984653378 	 1.19816437213183
42 	 1.03481894150418 	 1.23988318731748
43 	 1.02102960969044 	 1.26595744680851
44 	 0.976272862086011 	 1.23591989987484
45 	 0.956793248945148 	 1.18251981643721
46 	 0.916210971952725 	 1.0834376303713
47 	 1.04331921447824 	 1.13037129745515
48 	 0.99649381804761 	 1.12640801001252
49 	 0.994259259259259 	 1.11994159365874
50 	 1.0162041348482 	 1.1380892782645
51 	 0.99541788856305 	 1.13287442636629
52 	 0.970171239182471 	 1.09908218606592
53 	 0.950085405200228 	 1.04422194409679
54 	 1.078705553336 	 1.12640801001252
55 	 1.04740740740741 	 1.17980809345015
56 	 0.991159830268741 	 1.16937838965373
57 	 1.03906528719229 	 1.21506049228202
58 	 0.95381974248927 	 1.15894868585732
59 	 0.996760259179266 	 1.15519399249061
60 	 0.987540628385699 	 1.14080100125156
61 	 1.02047906381423 	 1.16416353775553
62 	 0.956459415875291 	 1.11347517730496
63 	 0.973023604346197 	 1.0834376303713
64 	 1.09260685406238 	 1.18377138089278
65 	 0.990132158590308 	 1.1720901126408
66 	 1.01708489054992 	 1.19211514392991
67 	 1.04426946631671 	 1.24488944513976
68 	 1.00603217158177 	 1.25239883187317
69 	 1.03564290473018 	 1.29703796412182
70 	 0.97764554519138 	 1.26804338756779
71 	 1.01135055107748 	 1.28243637880684
72 	 1.0642485361093 	 1.3648310387985
73 	 1.03988995873453 	 1.41927409261577
74 	 1.01410934744268 	 1.43929912390488
75 	 0.989130434782609 	 1.42365456821026
76 	 0.98974358974359 	 1.40905298289529
77 	 1.03168023686158 	 1.45369211514393
78 	 0.991964413832688 	 1.44201084689195
79 	 0.970924345436135 	 1.40008343763037
80 	 1.00938617401669 	 1.41322486441385
81 	 1.03571955719557 	 1.46370463078849
82 	 0.994157047171156 	 1.45515227367543
83 	 0.982368119266055 	 1.42949520233625
84 	 1.03239457172041 	 1.47580308719232
85 	 1.00890459363958 	 1.4889445139758
86 	 1.00952647800504 	 1.50312891113892
87 	 0.976963641409936 	 1.46850229453483
88 	 0.994318181818182 	 1.4601585314977
89 	 0.991428571428572 	 1.44764288694201
90 	 0.990201729106628 	 1.43345848977889
91 	 0.993451688009313 	 1.42407175636212
92 	 1.01303647282848 	 1.44263662911973
93 	 0.985685367264315 	 1.42198581560284
94 	 0.998826463253631 	 1.42031706299541
95 	 1.01028051108827 	 1.43491864831039
96 	 1.02209623491787 	 1.46662494785148
97 	 0.991324135969279 	 1.45390070921986
98 	 1.02898134863702 	 1.49603671255736
99 	 0.988706079196877 	 1.47914059240717
100 	 0.991961641517417 	 1.46725073007926
101 	 0.983650838783054 	 1.44326241134752
102 	 0.999855470443706 	 1.44305381727159
103 	 1.01676785198034 	 1.46725073007926
104 	 1.00625533124822 	 1.47642886942011
105 	 1.02571347838372 	 1.51439299123905
106 	 0.996694214876033 	 1.50938673341677
107 	 1.01824212271973 	 1.5369211514393
108 	 0.993349619978284 	 1.52670004171881
109 	 0.985380516463998 	 1.50438047559449
110 	 0.999445368829728 	 1.50354609929078
111 	 0.980715871254162 	 1.47455152273675
112 	 0.974678172301599 	 1.4372131831456
113 	 0.987227866473149 	 1.41885690446391
114 	 0.983240223463687 	 1.39507717980809
115 	 1.00657894736842 	 1.40425531914893
116 	 1.03104575163399 	 1.44785148101794
117 	 1.00619507275609 	 1.45682102628285
118 	 0.985538373424971 	 1.4357530246141
119 	 1.00029057097196 	 1.43617021276596
120 	 1.01873638344227 	 1.4630788485607
121 	 1.01425719988594 	 1.48393825615352
122 	 1.02249086308687 	 1.51731330830204
123 	 1.00357437448447 	 1.52273675427618
124 	 0.967123287671233 	 1.4726741760534
125 	 0.998158640226629 	 1.46996245306633
126 	 0.972186746133106 	 1.4290780141844
127 	 0.964238797255875 	 1.37797246558198
128 	 0.994399031183772 	 1.37025448477263
129 	 0.981580149185569 	 1.34501460158531
130 	 1.03132754342432 	 1.38715060492282
131 	 1.07669172932331 	 1.49353358364622
132 	 0.996368715083799 	 1.48811013767209
133 	 0.9977572189515 	 1.48477263245724
134 	 1.00899128968811 	 1.49812265331664
135 	 0.982595377332219 	 1.47204839382561
136 	 1.02834065466912 	 1.51376720901126
137 	 0.953286482017363 	 1.44305381727159
138 	 0.969788956345765 	 1.39945765540259
139 	 0.988522879713817 	 1.38339591155611
140 	 1.01749095295537 	 1.40759282436379
141 	 0.986810906935388 	 1.38902795160617
142 	 0.98318065775642 	 1.36566541510221
143 	 1.00504047655415 	 1.37254901960784
144 	 1.00592705167173 	 1.38068418856904
145 	 1.00423024626076 	 1.38652482269503
146 	 1.01474349330525 	 1.406967042136
147 	 0.991697553743514 	 1.39528577388402
148 	 0.988638062490656 	 1.37943262411347
149 	 1.0033267805837 	 1.3840216937839
150 	 0.977543330821402 	 1.35294117647059
151 	 1.00231267345051 	 1.35607008760951
152 	 1.00784494693124 	 1.36670838548185
153 	 1.00473137973138 	 1.37317480183563
154 	 0.982682667476834 	 1.34939507717981
155 	 0.976967073736281 	 1.3183145598665
156 	 1.02246835443038 	 1.34793491864831
157 	 0.957598266790467 	 1.29078014184397
158 	 1.01325145442792 	 1.30788485607009
159 	 0.969377990430622 	 1.26783479349186
160 	 0.998025666337611 	 1.26533166458072
161 	 0.974612594790636 	 1.23320817688777
162 	 1.0495602165088 	 1.29432624113475
163 	 1.00419016921837 	 1.29974968710888
164 	 0.974803402343123 	 1.26700041718815
165 	 0.991932828449127 	 1.25677930746767
166 	 0.9450622406639 	 1.18773466833542
167 	 1.00193185809624 	 1.19002920317063
168 	 0.983347940403155 	 1.17021276595745
169 	 1.02923351158645 	 1.20442219440968
170 	 0.970211291998614 	 1.16854401335002
171 	 0.988932524098536 	 1.15561118064247
172 	 1.03935018050542 	 1.20108468919483
173 	 0.918895449808961 	 1.10367125573634
174 	 1.02664902664903 	 1.13308302044222
175 	 0.991715758468336 	 1.12369628702545
176 	 0.942268423983664 	 1.05882352941176
177 	 0.979314420803783 	 1.0369211514393
178 	 1.04626835646751 	 1.08489778890279
179 	 0.986348779080946 	 1.07008760951189
180 	 0.979922027290448 	 1.04860241969128
181 	 0.993833300179033 	 1.0421360033375
182 	 1.0242193755004 	 1.06737588652482
183 	 1.01211647449678 	 1.08030871923237
184 	 1.02432902104653 	 1.10659157279933
185 	 1.05994344957587 	 1.17292448894451
186 	 1.00373466121288 	 1.17730496453901
187 	 1.02267895109851 	 1.20400500625782
188 	 1.00554400554401 	 1.21068001668753
189 	 0.940041350792557 	 1.1380892782645
190 	 1.01741202346041 	 1.15790571547768
191 	 1.01459196541164 	 1.17480183562787
192 	 1.00106534090909 	 1.17605340008344
193 	 1.02979780063852 	 1.21109720483938
194 	 1.00671718911471 	 1.21923237380058
195 	 0.958597091531223 	 1.16875260742595
196 	 1.01285025878993 	 1.18377138089278
197 	 1.02026431718062 	 1.20775969962453
198 	 1.03903281519862 	 1.25490196078431
199 	 1.00448803191489 	 1.26053400083438
200 	 1.01472778421314 	 1.27909887359199
201 	 1.02022178734507 	 1.30496453900709
202 	 0.994245524296675 	 1.29745515227368
203 	 0.958842443729903 	 1.24405506883604
204 	 0.987256874580818 	 1.2282019190655
205 	 0.987601902173913 	 1.21297455152274
206 	 1.06345657781599 	 1.28994576554026
207 	 0.992884864165589 	 1.28076762619942
208 	 1.03045602605863 	 1.319774718398
209 	 1.02386597123439 	 1.35127242386316
210 	 0.991818462488422 	 1.34021693783897
211 	 1.00264591439689 	 1.34376303712975
212 	 1.01226327227569 	 1.36024196912808
213 	 1.00889434135869 	 1.37234042553191
214 	 1.03207174342605 	 1.41635377555277
215 	 0.971281296023564 	 1.37567793074677
216 	 1.00257771038666 	 1.37922403003755
217 	 0.994404113732607 	 1.3715060492282
218 	 1.01201520912548 	 1.38798498122653
219 	 0.982867448151488 	 1.36420525657071
220 	 0.979357798165137 	 1.3360450563204
221 	 1.01046057767369 	 1.35002085940759
222 	 1.00648949320148 	 1.35878181059658
223 	 0.978507829290758 	 1.32957863996663
224 	 0.985252588641355 	 1.30997079682937
225 	 1.03248407643312 	 1.35252398831873
226 	 0.990283775447255 	 1.33938256153525
227 	 1.00872138296216 	 1.35106382978723
228 	 1.01899027327466 	 1.37672090112641
229 	 1.03181818181818 	 1.42052565707134
230 	 1.00807635829662 	 1.43199833124739
231 	 0.988055353241078 	 1.41489361702128
232 	 0.988648090815273 	 1.3988318731748
233 	 1.00387712496272 	 1.40425531914894
234 	 1.00935828877005 	 1.41739674593242
235 	 0.975275938189845 	 1.38235294117647
236 	 1.01765504753282 	 1.40675844806008
237 	 1.02283511269276 	 1.43888193575302
238 	 1.0042041171354 	 1.44493116395494
239 	 1.00317597805688 	 1.44952023362537
240 	 0.960713771765722 	 1.39257405089695
241 	 1.01168364289994 	 1.40884438881936
242 	 0.996002368966538 	 1.40321234876929
243 	 1.00609484168277 	 1.41176470588235
244 	 1.00251182033097 	 1.41531080517313
245 	 1.0002947678703 	 1.41572799332499
246 	 0.976130838367467 	 1.38193575302461
247 	 1.01192452830189 	 1.39841468502295
