"","X0.174668264314331","structure.c.1.01169304123866..0.969402742609248..0.952876455376202..","structure.c.1.01169304123866..0.958198488172228..0.982952093586445.."
"1",0.174668264314331,1.01169304123866,1.01169304123866
"2",0.174668264314331,0.969402742609248,0.958198488172228
"3",0.174668264314331,0.952876455376202,0.982952093586445
"4",0.174668264314331,0.919686732907858,0.965168913261436
"5",0.174668264314331,0.915076716142021,0.994987405383939
"6",0.174668264314331,0.899766387989881,0.983268803716601
"7",0.174668264314331,0.878725660488592,0.976615343958008
"8",0.174668264314331,0.878030954922275,0.999209417002878
"9",0.174668264314331,0.873897737319277,0.995292628830651
"10",0.174668264314331,1.11787488591124,1.27918272147079
"11",0.174668264314331,1.06494076698363,0.95264754616572
"12",0.174668264314331,1.04126230222326,0.977765463118255
"13",0.174668264314331,1.03157431402811,0.990695919582934
"14",0.174668264314331,1.02024976270671,0.989022069309595
"15",0.174668264314331,1.02420614773335,1.00387785929609
"16",0.174668264314331,1.03208651152393,1.00769411881389
"17",0.174668264314331,1.06115150330907,1.02816139098865
"18",0.174668264314331,1.05583238107961,0.994987405462012
"19",0.174668264314331,1.02729958095537,0.972976013394222
"20",0.174668264314331,1.03117944332386,1.00377675844556
"21",0.174668264314331,1.03925183326574,1.00782830766666
"22",0.174668264314331,1.13744545410077,1.09448491471645
"23",0.174668264314331,1.12780323870424,0.991522920627304
"24",0.174668264314331,1.14387343283134,1.01424911152549
"25",0.174668264314331,1.1381507662251,0.99499711555318
"26",0.174668264314331,1.13813645955858,0.999987429902136
"27",0.174668264314331,1.13813642379192,0.99999996857436
"28",0.174668264314331,1.144338244933,1.00544910171702
"29",0.174668264314331,1.19911729330959,1.0478696299972
"30",0.174668264314331,1.22097297619737,1.01822647626694
"31",0.174668264314331,1.2268501730082,1.00481353553716
"32",0.174668264314331,1.22064879366085,0.994945283879165
"33",0.174668264314331,1.21808595565037,0.997900429653653
"34",0.174668264314331,1.22267794888319,1.0037698433444
"35",0.174668264314331,1.2165617130622,0.994997672259835
"36",0.174668264314331,1.21046361390733,0.994987431307933
"37",0.174668264314331,1.2475251655373,1.03061765029874
"38",0.174668264314331,1.27594420123211,1.02278033059363
"39",0.174668264314331,1.24405550989814,0.975007769694644
"40",0.174668264314331,1.23708174193158,0.994394327334217
"41",0.174668264314331,1.23706616135954,0.999987405381941
"42",0.174668264314331,1.28935113341806,1.04226529969995
"43",0.174668264314331,1.28914617089072,0.999841034360597
"44",0.174668264314331,1.32575323866095,1.02839636698834
